Rating,Review
2,"had to change rooms because the ""standard"" room I booked and was assigned to had noise issues:  cars/motorcycles driving by (back of east village) , loud a/c noise (even when turned on low) and some unknown LOUD mechanical noise (north village facing east) from outside; maintenance guy told me it's the fan blowing noise from the restaurant below.  anyway very loud that I had to use the earplugs.  wtf.  ended up not changing anymore and stuck in a room with lots of noise issues.  I agree with other reviewers that this property is outdated and some/many rooms have noise issues.  if you have no issues with noise, it's a good property to stay.  otherwise, your days here might be all that pleasant.    for the lounge access, it's good.  I would say it's worth to pay the extra.  they…"
5,"Tonight we attended the Barong Dance at one of the great restaurants at Grand Hyatt, Nusa Dua.  The atmosphere, ambiance, and restaurant setting was lovely with the sea breeze flowing through.  Meal - delicious, varied and plenty.  The waiting staff in our area were May (‘May Lucky’) and Sri (‘Sri Lanka’).   They were very kind, polite, and interesting and provided excellent service.  Their Manager was excellent and a lovely gentleman also.   Thank you - a most enjoyable evening. "
3,"The hotel was not so bad, our room was nice, but the beach area was so dirty..... and the pool area was very crowded....  We wanted to spend our time on a nice clean beach, but a lot of garbage was in the area....  Another think, they only had american breakfast, but we were in Bali, we wanted to tasty the local food.... We left the hotel next day very early in the morning..."
5,"Stay Duration: Three nights  Total Guests: 4 adults and 2 kids in 2 rooms  What we sought out: Our two families wanted rooms close to each other in a hotel which had a lot of moving space, easy access to clean beach, good food and a quiet place for the adults to relax.   Verdict on our expectations: Met on all counts and exceeded on a few.   Location: We were told time and time again that Kuta/Seminyak was the place to be when in Bali, but we decided against all those advice and chose Nusa Dua, specifically Hyatt. A great decision!! The beach was so close, so clean and beautiful! Its in the newly developed Nusa Dua area and therefore is humongous in hotel grounds. We later found out that its walk-able distance to the Bali collection shopping mall - shops and restaurants are…"
4,"We had booked ocean view but when we checked in , we were told that it has been upgraded to Executive view. Not sure , why someone will upgrade unless there is some issue with the booked room .I expressed my wish to get me the same type of room which I had booked, but that might not be available. Though, I had the ocean view from my room but it was little far. That is still ok. The only problem is , It should be communicated with customer in advance , so they wont be surprised at the last moment. That was the only concern. Otherwise, it is a very awesome and large property. You have ATM, Shops , Restaurant etc. Staff is friendly. For vegetarian , there are very less options. For non-veg, there are plenty. It is very beautiful and scenic property."
5,"This was our sixth time to Bali first time to Nusa Dua and the Hyatt.  We were travelling with our young children (ages 4 & 2) and their grandparents (age 65+).  The resort had something for everyone with stunning grounds, great pool area, and luxury spa.   It is a great resort for young children with all the different pools, water slides, beach and playground.  I recommend bringing some sand toys/pool toys/life jackets along with you.  Our 4 year old loved the kids club which had lovely attendants, ample activities, and a big selection of toys.  The cost is a little high but includes lunch if you stay for half a day.  The kids club is only for ages 3+.   The beach is the cleanest beach I have ever seen in Bali.  Yes- there is some rubbish in the water but the beach itself is…"
4,"This was the largest resort we stayed at while in Bali (out of 6 resorts).  This place had consistent hot water and water pressure, major plus in my book.  The room was nice, it overlooked the golf course, lotus pond and had a beautiful ocean view.  I did get a picture of a Monitor Lizard (maybe a Komodo?).  Lots of wild life here (not in the room, no critters spotted in the room). Check in was nice, staff was pleasant and welcoming. They have a little shopping village on premises (and are right next door to the Bali Collection).   Room is a good walk to the front desk area.  Beach area is very nice, kid friendly.  Nice water slide and pool area.  Great pizza at the Italian Restaurant! They were having a conference when we were there.  Prices seemed to reflect this as we were…"
4,"This is an exclusive resort with a lovely stretch of beach. The foot print of this property is large so expect walking and lots of steps. I personally do not think It is age friendly for the seniors and those with a bad knee.   Many pools in this hotel. But it doesn’t beat the sea. Waves are strong and isn’t good for swimming. Kite flying is easy from the looks of it.   Food in the hotel is not great. Balinese dishes are weird tasting . Western dishes are not quite there e.g. eggs Benedict, cannot make it.   We enjoyed a seafood bbq meal at Bali connection just outside our gates. That was good. Visited Starbucks reserve in town. Otherwise traffic congestion is common.   Overall, a restful holiday. But the special grand Hyatt service is missing here."
1,"I would never go there again.   Breakfast at the grand lounge was sub optimal. Went to the regular breakfast buffet also. Staff at the entrance were absolutely rude and unfriendly. Untrained and very poor comprehension added to the problem.   Croissants and bread was stale.   The suite was a lovely size and well appointed. However the bed curtains were torn and lacked a privacy partition between the bedroom and bathroom especially if traveling with friends, this is a big problem.   Overall the property is quite old, but maintained well. However it is not worth the price at all compared to several other hotels in Bali. And most disappointing is the poor standard of training and service offered by the staff on several points of contact.   I would not recommend this property. And…"
5,"All the staffs greet you with Balinese signature smile. The receptions helped us booked our trip and suggested a handful of nice destination for us to visit.  The garden is well maintained and full of wildlife (lizards, fishes, birds and ducks). It's like living in a paradise.  Multiple pools for you to swim in. House beach filled with white and fluffy sand. Good waves too.  Overall an excellent experience. Can't think of a bad thing. "
5,"This was our sixth time to Bali first time to Nusa Dua and the Hyatt.  We were travelling with our young children (ages 4 & 2) and their grandparents (age 65+).  The resort had something for everyone with stunning grounds, great pool area, and luxury spa.   It is a great resort for young children with all the different pools, water slides, beach and playground.  I recommend bringing some sand toys/pool toys/life jackets along with you.  Our 4 year old loved the kids club which had lovely attendants, ample activities, and a big selection of toys.  The cost is a little high but includes lunch if you stay for half a day.  The kids club is only for ages 3+.   The beach is the cleanest beach I have ever seen in Bali.  Yes- there is some rubbish in the water but the beach itself is…"
4,"This was the largest resort we stayed at while in Bali (out of 6 resorts).  This place had consistent hot water and water pressure, major plus in my book.  The room was nice, it overlooked the golf course, lotus pond and had a beautiful ocean view.  I did get a picture of a Monitor Lizard (maybe a Komodo?).  Lots of wild life here (not in the room, no critters spotted in the room). Check in was nice, staff was pleasant and welcoming. They have a little shopping village on premises (and are right next door to the Bali Collection).   Room is a good walk to the front desk area.  Beach area is very nice, kid friendly.  Nice water slide and pool area.  Great pizza at the Italian Restaurant! They were having a conference when we were there.  Prices seemed to reflect this as we were…"
4,"This is an exclusive resort with a lovely stretch of beach. The foot print of this property is large so expect walking and lots of steps. I personally do not think It is age friendly for the seniors and those with a bad knee.   Many pools in this hotel. But it doesn’t beat the sea. Waves are strong and isn’t good for swimming. Kite flying is easy from the looks of it.   Food in the hotel is not great. Balinese dishes are weird tasting . Western dishes are not quite there e.g. eggs Benedict, cannot make it.   We enjoyed a seafood bbq meal at Bali connection just outside our gates. That was good. Visited Starbucks reserve in town. Otherwise traffic congestion is common.   Overall, a restful holiday. But the special grand Hyatt service is missing here."
1,"I would never go there again.   Breakfast at the grand lounge was sub optimal. Went to the regular breakfast buffet also. Staff at the entrance were absolutely rude and unfriendly. Untrained and very poor comprehension added to the problem.   Croissants and bread was stale.   The suite was a lovely size and well appointed. However the bed curtains were torn and lacked a privacy partition between the bedroom and bathroom especially if traveling with friends, this is a big problem.   Overall the property is quite old, but maintained well. However it is not worth the price at all compared to several other hotels in Bali. And most disappointing is the poor standard of training and service offered by the staff on several points of contact.   I would not recommend this property. And…"
5,"All the staffs greet you with Balinese signature smile. The receptions helped us booked our trip and suggested a handful of nice destination for us to visit.  The garden is well maintained and full of wildlife (lizards, fishes, birds and ducks). It's like living in a paradise.  Multiple pools for you to swim in. House beach filled with white and fluffy sand. Good waves too.  Overall an excellent experience. Can't think of a bad thing. "
1,"Extremely outdated Hotel that is screaming for a renovation ,we checked in for 5 nights had to check out the next day and find another hotel, nothing in our dated room worked , the AC was not working , the mini fridge was not working even the power sockets were not working, the cheapest thing in the room the hot water kettle that can be replaced for a minimal cost was from the 70’s rusted ,disgusting and the best not working 😃😃.  The hotel is supposed to be a five star , but I have stayed two star hotels that are significantly better.  I have never checked out of a hotel early because of a crapy room and hotel this was the first , hopefully Hyatt can do something to update this property, till then stay away and save your money!"
4,"the hotel was in great shape considering some of the reviews I read, very clean and rooms are comfortable. Pool is great, wish it would open a bit earlier then 8 am. Spa also a must experience. Plus is the beach front, although there are many hotels lined up it still felt uncrowded"
4,"We stayed 3 nights at the Grand Hyatt Club rooms.  The hotel appears to have had a recent refurbishment will our room/furniture appearing fresh and clean.  The club area was a wonderful experience set over one of the hotels many ponds with fish, birds and large lizards all surrounding the area.  Food/Drink/Service in the club was fantastic.  The beach at the hotel sets the Grand Hyatt apart from other hotels in the area.  The hotel has one of the longest, cleanest stretches of beach in the area.   I highly recommend the Grand Hyatt Bali."
3,"Its a beautiful resort, the beach is clean and vast. The breakfast is nothing to shout about and the service could be better (no friendly smiles, no greetings, no personalization and definitely not the Balinese hospitality i've grown to enjoy). The kids club is chargeable but the staff are attentive and great with the kids so money well spent. "
2,"A little unorganized. Staff are super nice and friendly. However, if you booked it on rewards prepare for no breakfast (which I was told there was), unless you’re at the top tier of the membership....lame. If you do buy breakfast it cost 59 USD, which if it’s palatable it would be worth it. Room stinks of bleach and mold. It seems like they need to invest in some dehumidifier system to control it. The atmosphere is probably what you’re paying for. Sadly I will be coming back on the 27th.  Let’s hope it changes my mind. "
1,"Extremely outdated Hotel that is screaming for a renovation ,we checked in for 5 nights had to check out the next day and find another hotel, nothing in our dated room worked , the AC was not working , the mini fridge was not working even the power sockets were not working, the cheapest thing in the room the hot water kettle that can be replaced for a minimal cost was from the 70’s rusted ,disgusting and the best not working 😃😃.  The hotel is supposed to be a five star , but I have stayed two star hotels that are significantly better.  I have never checked out of a hotel early because of a crapy room and hotel this was the first , hopefully Hyatt can do something to update this property, till then stay away and save your money!"
4,"the hotel was in great shape considering some of the reviews I read, very clean and rooms are comfortable. Pool is great, wish it would open a bit earlier then 8 am. Spa also a must experience. Plus is the beach front, although there are many hotels lined up it still felt uncrowded"
4,"We stayed 3 nights at the Grand Hyatt Club rooms.  The hotel appears to have had a recent refurbishment will our room/furniture appearing fresh and clean.  The club area was a wonderful experience set over one of the hotels many ponds with fish, birds and large lizards all surrounding the area.  Food/Drink/Service in the club was fantastic.  The beach at the hotel sets the Grand Hyatt apart from other hotels in the area.  The hotel has one of the longest, cleanest stretches of beach in the area.   I highly recommend the Grand Hyatt Bali."
3,"Its a beautiful resort, the beach is clean and vast. The breakfast is nothing to shout about and the service could be better (no friendly smiles, no greetings, no personalization and definitely not the Balinese hospitality i've grown to enjoy). The kids club is chargeable but the staff are attentive and great with the kids so money well spent. "
2,"A little unorganized. Staff are super nice and friendly. However, if you booked it on rewards prepare for no breakfast (which I was told there was), unless you’re at the top tier of the membership....lame. If you do buy breakfast it cost 59 USD, which if it’s palatable it would be worth it. Room stinks of bleach and mold. It seems like they need to invest in some dehumidifier system to control it. The atmosphere is probably what you’re paying for. Sadly I will be coming back on the 27th.  Let’s hope it changes my mind. "
1,"To celebrate our 25th wedding anniversary we booked this property but our experience was horrible. Air conditioner was not working till check out, muddy water was coming in hot water tap and staff was unable to do anything. We never experienced such kind of poor staff behaviour and if any problem comes with utility we expect alternate arrangement immediately. Our holiday was totally spoiled and we don't recommend this old property to any one at all. "
5,"We have stayed at this magnificent hotel many times over the last thirty or so years.  We keep coming back for a number of reasons:  friendliness and care of the staff, the beauty of the entire hotel, cleanliness of the rooms, care that is taken of the gardens and grounds, two wonderful pools, a number of good restaurants, etc. just to name a few!!  And, the Grand Hyatt is directly on the Indian Ocean on one side with the Bali Collection of shops and restaurants within a five-minute walk of the hotel on the other side!  What could be better than all of these selling points!  It is a wonderful hotel which I can highly recommend to any vacationer or even business traveler!"
5,What a lovely holiday! The Grand Hyatt is one of the most beautiful hotels i've ever been to. The rooms were very clean and the staff were very helpful and friendly. The hotel is in a good location and has a beautiful beach. I would highly recommend this hotel to anyone.
5,"We had a great get away to relax by the pool and not be bothered by anything, surrounded by great gardens and super friendly staff who go out of their way to help solve any issue you may have. The hotels restaurants provide good quality food with some excellent options at a reasonable price. The location is good, being walking distance to Bali Collections where you can shop quietly with out the hassles of the downtown crowd, there are some good walking trials as well that enable you to explore the area either by foot or on bike. Good place to take the family away from the crowd and spend time together by the pool"
4,"The Grand Hyatt is so well positioned, it is on a great beach and has the most convenient Italian Restaurant on the beach. The food in all the venues is good, the service is excellent and they have a very good Kids Club. The location couldn't be better its right across the road from Bali Collection shopping centre yet in a quiet part of Bali at Nusa Dua. This is a kid-friendly Hotel"
1,"To celebrate our 25th wedding anniversary we booked this property but our experience was horrible. Air conditioner was not working till check out, muddy water was coming in hot water tap and staff was unable to do anything. We never experienced such kind of poor staff behaviour and if any problem comes with utility we expect alternate arrangement immediately. Our holiday was totally spoiled and we don't recommend this old property to any one at all. "
5,"We have stayed at this magnificent hotel many times over the last thirty or so years.  We keep coming back for a number of reasons:  friendliness and care of the staff, the beauty of the entire hotel, cleanliness of the rooms, care that is taken of the gardens and grounds, two wonderful pools, a number of good restaurants, etc. just to name a few!!  And, the Grand Hyatt is directly on the Indian Ocean on one side with the Bali Collection of shops and restaurants within a five-minute walk of the hotel on the other side!  What could be better than all of these selling points!  It is a wonderful hotel which I can highly recommend to any vacationer or even business traveler!"
5,What a lovely holiday! The Grand Hyatt is one of the most beautiful hotels i've ever been to. The rooms were very clean and the staff were very helpful and friendly. The hotel is in a good location and has a beautiful beach. I would highly recommend this hotel to anyone.
5,"We had a great get away to relax by the pool and not be bothered by anything, surrounded by great gardens and super friendly staff who go out of their way to help solve any issue you may have. The hotels restaurants provide good quality food with some excellent options at a reasonable price. The location is good, being walking distance to Bali Collections where you can shop quietly with out the hassles of the downtown crowd, there are some good walking trials as well that enable you to explore the area either by foot or on bike. Good place to take the family away from the crowd and spend time together by the pool"
4,"The Grand Hyatt is so well positioned, it is on a great beach and has the most convenient Italian Restaurant on the beach. The food in all the venues is good, the service is excellent and they have a very good Kids Club. The location couldn't be better its right across the road from Bali Collection shopping centre yet in a quiet part of Bali at Nusa Dua. This is a kid-friendly Hotel"
4,"Although this hotel is very clean and well maintained it lacked the personal touch that you get from smaller resort accommodation, check in, walk round, check out. no real engagement with visitors. The rooms don't really match up to 5 star although adequate there was no wow factor."
5,"Pizza, wine glorious sunset on the beach, cocktails by the pool, attentive staff these are the memories we take away from the Grand Hyatt Bali..... PS stop by the Ralph Lauren / Polo store in the Hotel's shopping area for surprising great value......     "
3,"We were disappointed with our overall Luxury Escapes experience at the Grand Hyatt - limited, repetitive food and beverage menus. Whilst the external appearance of the hotel is impressive, the Guest rooms in my opinion are in need of attention to maintain a 5-Star rating."
5,"This is not a new hotel, and some might say it would benefit from a light refurbishment, but the quality of service is exceptional and the beauty of the environment is outstanding.  The quality of service exceeds any expectations and that is what sets this hotel apart for us.  Having travelled extensively with our work we now enjoy our retirement.  We now look for different qualities in our accommodation and the Hyatt at Nusa Dua provides exacty what we are looking for.  Great, personal service, attention to detail and extremely well trained, attentive and friendly staff. We will be back. AGAIN."
5,"My 18th stay at the Grand Hyatt and my best as staff were amazing and helpful - important as in remission from Cancer and they made it so easy , The Grand hyatt has by far the largest and best beach in Nusa Dua with plenty of space if you want on the beach which we did having about 200 feet of beach to ourselves every day so amost a private beach but also a great feature pool if you prefer . Food is great and waiter service is quick and polite, the rooms although older now are fully functional and give great views so look at pics from the hotel website as we tried another hotel 6 years ago booked in for 2 weeks and left after 2 hours as not a patch on the Hyatt, convenient for local Bali collection shopping Mall and easy walk for local street restaurants on Pantai Manyat so…"
4,"Although this hotel is very clean and well maintained it lacked the personal touch that you get from smaller resort accommodation, check in, walk round, check out. no real engagement with visitors. The rooms don't really match up to 5 star although adequate there was no wow factor."
5,"Pizza, wine glorious sunset on the beach, cocktails by the pool, attentive staff these are the memories we take away from the Grand Hyatt Bali..... PS stop by the Ralph Lauren / Polo store in the Hotel's shopping area for surprising great value......     "
3,"We were disappointed with our overall Luxury Escapes experience at the Grand Hyatt - limited, repetitive food and beverage menus. Whilst the external appearance of the hotel is impressive, the Guest rooms in my opinion are in need of attention to maintain a 5-Star rating."
5,"This is not a new hotel, and some might say it would benefit from a light refurbishment, but the quality of service is exceptional and the beauty of the environment is outstanding.  The quality of service exceeds any expectations and that is what sets this hotel apart for us.  Having travelled extensively with our work we now enjoy our retirement.  We now look for different qualities in our accommodation and the Hyatt at Nusa Dua provides exacty what we are looking for.  Great, personal service, attention to detail and extremely well trained, attentive and friendly staff. We will be back. AGAIN."
5,"My 18th stay at the Grand Hyatt and my best as staff were amazing and helpful - important as in remission from Cancer and they made it so easy , The Grand hyatt has by far the largest and best beach in Nusa Dua with plenty of space if you want on the beach which we did having about 200 feet of beach to ourselves every day so amost a private beach but also a great feature pool if you prefer . Food is great and waiter service is quick and polite, the rooms although older now are fully functional and give great views so look at pics from the hotel website as we tried another hotel 6 years ago booked in for 2 weeks and left after 2 hours as not a patch on the Hyatt, convenient for local Bali collection shopping Mall and easy walk for local street restaurants on Pantai Manyat so…"
5,"Had a 5 night stay in grand hyatt, nusa dua. Very tranquil and very peaceful place for family trip. If you plan to visit ubud or other places of interest it would be a 1-2 hr drive in traffic so factor in that. Nusa dua where the hotel is self sufficient with it own restaurants and small shopping center and private beach within the hotel."
5,"There are four restaurants lots of daily activities and a very big spa, so plenty of things to do for at least 5 days. The gelato is excellent and there is a happy hour promotion so can get one gelato and second for free. I twisted my ankle and the clinic at the resort is very good, well stocked and very cheap"
5,"What an amazing hotel, hard too know where too start! I will say our only negative experience over the whole trip was after the 17hour flight from the UK and a 4 hour stopover in Doha, arriving at Bali airport is the worst thing ever. we waited 2 and a half hours at immigration then a further half an hour at the ""NOTHING TO DECLARE""! Not a good 1st impression. However when we got through we were delighted that our driver had waited for us as he said its normal for it to take an hour plus at immigration! Tho others had said their transport had left them. So onto the hotel,soon as we arrived we were greeted with a drink, a cold flannel and a very easy check in. Baring in mind we arrived at about 3am, the staff were so smiley, it was so nice. We were on a B&B basis. Room was…"
5,Trip was organised for the family by my son. We could not have started at a better hotel. Rooms and location were all we could have asked with all 3 adjacent. Food was excellent  and service first class
5,"We spent 4 very relaxing nights in a club room at the Grand Hyatt.  The room was very clean and spacious with a lovely ocean view.  The afternoon “happy hour” is brilliant, one of the best we’ve had.  The pool area is quiet with lots of shade but that’s how we like it and the beach is right next to the pool so you have the best of both worlds. The Spa is beautiful and you must have at least one treatment.  I can highly recommend staying here."
5,"Had a 5 night stay in grand hyatt, nusa dua. Very tranquil and very peaceful place for family trip. If you plan to visit ubud or other places of interest it would be a 1-2 hr drive in traffic so factor in that. Nusa dua where the hotel is self sufficient with it own restaurants and small shopping center and private beach within the hotel."
5,"There are four restaurants lots of daily activities and a very big spa, so plenty of things to do for at least 5 days. The gelato is excellent and there is a happy hour promotion so can get one gelato and second for free. I twisted my ankle and the clinic at the resort is very good, well stocked and very cheap"
5,"What an amazing hotel, hard too know where too start! I will say our only negative experience over the whole trip was after the 17hour flight from the UK and a 4 hour stopover in Doha, arriving at Bali airport is the worst thing ever. we waited 2 and a half hours at immigration then a further half an hour at the ""NOTHING TO DECLARE""! Not a good 1st impression. However when we got through we were delighted that our driver had waited for us as he said its normal for it to take an hour plus at immigration! Tho others had said their transport had left them. So onto the hotel,soon as we arrived we were greeted with a drink, a cold flannel and a very easy check in. Baring in mind we arrived at about 3am, the staff were so smiley, it was so nice. We were on a B&B basis. Room was…"
5,Trip was organised for the family by my son. We could not have started at a better hotel. Rooms and location were all we could have asked with all 3 adjacent. Food was excellent  and service first class
5,"We spent 4 very relaxing nights in a club room at the Grand Hyatt.  The room was very clean and spacious with a lovely ocean view.  The afternoon “happy hour” is brilliant, one of the best we’ve had.  The pool area is quiet with lots of shade but that’s how we like it and the beach is right next to the pool so you have the best of both worlds. The Spa is beautiful and you must have at least one treatment.  I can highly recommend staying here."
5,"Beautiful resort, amazing grounds, terrific facilities and awesome restaurants.  The pool slide and the lovely beach are great hits with the kids,  The Kria spa is also a must visit.  We had beautiful massage and spa treatments.  We will be back !!"
5,"Had a beautiful stay at the Grand Hyatt. Ideal if you are traveling with children - ours loved the pool and slides. The grounds are truely stunning, and great to be able to walk straight out onto the beach. Make sure you treat yourself at the day spa - it’s divine."
5,"It was a great stay! Good pools and fantastic beach. Because of all the plastic on the beach, the hotel should encourage the guests to clean up - maybe do an event one or twice a week. People will gladly join. Good for awareness, and also a chance for people to teach their children."
3,"If you want to upgrade to the next category, the rooms are all facing the garden and not exactly seeing the ocean. So there is no need to upgrade. The food at the buffet spread was not very yummy. It could have been better if simple omelette can be mastered "
5,"Botanical garden 5 star hotel right on the beach with amazing staff and food. Couldn’t be happier. Had such a great time had all amenities you could ask for. Lots of complimentary items and services, 10/10 by far."
5,"Beautiful resort, amazing grounds, terrific facilities and awesome restaurants.  The pool slide and the lovely beach are great hits with the kids,  The Kria spa is also a must visit.  We had beautiful massage and spa treatments.  We will be back !!"
5,"Had a beautiful stay at the Grand Hyatt. Ideal if you are traveling with children - ours loved the pool and slides. The grounds are truely stunning, and great to be able to walk straight out onto the beach. Make sure you treat yourself at the day spa - it’s divine."
5,"It was a great stay! Good pools and fantastic beach. Because of all the plastic on the beach, the hotel should encourage the guests to clean up - maybe do an event one or twice a week. People will gladly join. Good for awareness, and also a chance for people to teach their children."
3,"If you want to upgrade to the next category, the rooms are all facing the garden and not exactly seeing the ocean. So there is no need to upgrade. The food at the buffet spread was not very yummy. It could have been better if simple omelette can be mastered "
5,"Botanical garden 5 star hotel right on the beach with amazing staff and food. Couldn’t be happier. Had such a great time had all amenities you could ask for. Lots of complimentary items and services, 10/10 by far."
5,"The staff make this hotel make you feel very welcome and are genuinely happy to help you,  not the feeling you think may receive in a big resort.  Very personal. The grounds are beautiful and always well maintained, the ponds with koi, ducks included 🦆🦆, lizards and  lotus flowers very pretty. Walking to the restaurants or pool is scenic as there are lots of statues and ponds, large palms and trees to shade from the sun around the property and to the beach. The beach had some shade and sun loungers as well and they clean the sand as much as possible after the tides.  Nusa Dua is a quieter area and family friendly if you want to spend your days by the pool or early morning walks before you start your day by the pool!  "
5,The room was spacious and well appointed with top notch amenities. Staff were very courteous and accomodating always willing to help us out with a smile on their face! We ordered minutes just before the last call at the pool bar but the staff did not hesitate to take our order we just requested to have it to go as to not keep the staff waiting for us. The amenities are amazing!! There are so many pools and the beach is amazing. The area is very good for families travelling with kids as there are a lot of activities for kids. 
4,a lovely hotel that is well located next to bali collection and on a nice stretch of private beach. the hotel grounds are beautifully kept but the rooms whilst spacious are extremely dated and the air conditioning is capped at a level where it still feels too hot at night - I assume to save costs. The gym and spa facilities are lovely but again - not cold enough to feel comfortable working out in heat. the hotel has a daily Indonesian show that happens each night at dinner - its incredibly boring and repetitive with no other entertainment to keep families/kids entertained each night. the pool is nice and its length and size means it never feels over crowded. food options are ok - bit repetitive again if you are there any longer than 5-7 days. staff are very friendly. good…
4,"Even though my wife wasn't sure about the room as it is a little dated, we still had a good stay here. The food is good, but expensive, but the staff is really friendly. She loved spending most of her time on the beach, which was really clean."
5,"We had very pleasant and relaxing 4 days in Grand Hyatt.We stayed in a Club level room and it was great,the best part was the Club lounge open sided area on a lagoon,very peaceful to switch off from every day routine.Food choice was good,service was great and staff attentive and friendly."
5,"The staff make this hotel make you feel very welcome and are genuinely happy to help you,  not the feeling you think may receive in a big resort.  Very personal. The grounds are beautiful and always well maintained, the ponds with koi, ducks included 🦆🦆, lizards and  lotus flowers very pretty. Walking to the restaurants or pool is scenic as there are lots of statues and ponds, large palms and trees to shade from the sun around the property and to the beach. The beach had some shade and sun loungers as well and they clean the sand as much as possible after the tides.  Nusa Dua is a quieter area and family friendly if you want to spend your days by the pool or early morning walks before you start your day by the pool!  "
5,The room was spacious and well appointed with top notch amenities. Staff were very courteous and accomodating always willing to help us out with a smile on their face! We ordered minutes just before the last call at the pool bar but the staff did not hesitate to take our order we just requested to have it to go as to not keep the staff waiting for us. The amenities are amazing!! There are so many pools and the beach is amazing. The area is very good for families travelling with kids as there are a lot of activities for kids. 
4,a lovely hotel that is well located next to bali collection and on a nice stretch of private beach. the hotel grounds are beautifully kept but the rooms whilst spacious are extremely dated and the air conditioning is capped at a level where it still feels too hot at night - I assume to save costs. The gym and spa facilities are lovely but again - not cold enough to feel comfortable working out in heat. the hotel has a daily Indonesian show that happens each night at dinner - its incredibly boring and repetitive with no other entertainment to keep families/kids entertained each night. the pool is nice and its length and size means it never feels over crowded. food options are ok - bit repetitive again if you are there any longer than 5-7 days. staff are very friendly. good…
4,"Even though my wife wasn't sure about the room as it is a little dated, we still had a good stay here. The food is good, but expensive, but the staff is really friendly. She loved spending most of her time on the beach, which was really clean."
5,"We had very pleasant and relaxing 4 days in Grand Hyatt.We stayed in a Club level room and it was great,the best part was the Club lounge open sided area on a lagoon,very peaceful to switch off from every day routine.Food choice was good,service was great and staff attentive and friendly."
1,This is NOT a 5 star resort. I can’t believe people have given this hotel so many good reviews. Makes you wonder and also makes you realize people have very different standards.  Upon checking in it was tedious. No one knew what was going on. After 40 minutes we were finally taken to our room. Outside above the door the ceiling was falling apart and there was a wooden plank to hide the hole (not very well I might add). When the door was opened a huge wave of mould hit is in the face. It was horrific!!! So bad for your health! When we complained they told us to open the door open. We checked other rooms with the same outcome. At $600 a room per night it’s absolutely horrible. The rest of the resort was also so rundown!  Clearly we left and checked into a proper 5 star resort the…
5,"Thank you for a wonderful stay! You went above and beyond to ensure I was happy, including  upgrading me to a suite. Thank you for the special treatment and support of my business. I am grateful. Sorry for the late review. Your food and service was impeccable!  Can’t wait to return with my colleagues for our yearly holiday. As it is my treat to my staff I can’t wait to re-experience what I experienced.  Thank you again!"
3,"Good: - swimming area and waterslide for the kids - quieter Balinese pools near guest rooms - spacious rooms, easily could have fit 2 kids on day bed if needed  Bad: - ants in our room every day  - linens smelled like mildew and housekeeping was not thorough  - didn’t honor the promotion for 2 massages at the spa - food options are limited and overpriced - beach is strewn with garbage and there are no umbrellas or shade near the water"
5,"We were met by staff who couldn’t do enough for us and this continued through out our stay. We upgraded to grand member this was well worth it. Fantastic room, snacks and all alcohol between 6-7. Snacks so good we didn’t need a meal after on some occasions. Pool area for members very quiet and relaxing "
3,"Beautiful grounds and great location. However, the service is very variable. The Japanese restaurant was very good but the Italian restaurant was poor. One very disappointing aspect was that only wines by the glass offered throughout the entire resort was an Indonesian branded wine which was poor quality. This detracts significantly from any dining experience in the resort.  "
1,This is NOT a 5 star resort. I can’t believe people have given this hotel so many good reviews. Makes you wonder and also makes you realize people have very different standards.  Upon checking in it was tedious. No one knew what was going on. After 40 minutes we were finally taken to our room. Outside above the door the ceiling was falling apart and there was a wooden plank to hide the hole (not very well I might add). When the door was opened a huge wave of mould hit is in the face. It was horrific!!! So bad for your health! When we complained they told us to open the door open. We checked other rooms with the same outcome. At $600 a room per night it’s absolutely horrible. The rest of the resort was also so rundown!  Clearly we left and checked into a proper 5 star resort the…
5,"Thank you for a wonderful stay! You went above and beyond to ensure I was happy, including  upgrading me to a suite. Thank you for the special treatment and support of my business. I am grateful. Sorry for the late review. Your food and service was impeccable!  Can’t wait to return with my colleagues for our yearly holiday. As it is my treat to my staff I can’t wait to re-experience what I experienced.  Thank you again!"
3,"Good: - swimming area and waterslide for the kids - quieter Balinese pools near guest rooms - spacious rooms, easily could have fit 2 kids on day bed if needed  Bad: - ants in our room every day  - linens smelled like mildew and housekeeping was not thorough  - didn’t honor the promotion for 2 massages at the spa - food options are limited and overpriced - beach is strewn with garbage and there are no umbrellas or shade near the water"
5,"We were met by staff who couldn’t do enough for us and this continued through out our stay. We upgraded to grand member this was well worth it. Fantastic room, snacks and all alcohol between 6-7. Snacks so good we didn’t need a meal after on some occasions. Pool area for members very quiet and relaxing "
3,"Beautiful grounds and great location. However, the service is very variable. The Japanese restaurant was very good but the Italian restaurant was poor. One very disappointing aspect was that only wines by the glass offered throughout the entire resort was an Indonesian branded wine which was poor quality. This detracts significantly from any dining experience in the resort.  "
